target	regulator	condition	weight
CCND2	JUN	Macrophage	0.1907897109401383
CST7	JUN	Macrophage	0.1757402106993542
PERP	JUN	Macrophage	0.1720920511973629
HLA-DRA	JUN	Macrophage	0.1639840877848712
TSC22D3	JUN	Macrophage	0.1508398461837917
CD74	JUN	Macrophage	0.146713453382648
MAP3K8	JUN	Macrophage	0.1467065604087018
IL7R	JUN	Macrophage	0.1417235051974741
TIMP1	JUN	Macrophage	0.1375236133745766
TNFRSF1B	JUN	Macrophage	0.1336015863294846
RNF19A	JUN	Macrophage	0.1273701092333205
NR3C1	JUN	Macrophage	0.1123755337689744
BIRC2	JUN	Macrophage	0.1103426571791072
TGFBR2	JUN	Macrophage	0.0937497748117093
RALA	JUN	Macrophage	0.0760953293518622
SYAP1	JUN	Macrophage	0.0739566067155392
ITM2C	JUN	Macrophage	0.0653281247499736
TRAF1	JUN	Macrophage	0.0472479268007148
CSRNP1	JUNB	Macrophage	4.264295684140493
ZFP36	JUNB	Macrophage	4.128408097803366
REL	JUNB	Macrophage	3.901718182549408
IER2	JUNB	Macrophage	3.7847765982683175
TNFAIP3	JUNB	Macrophage	3.707450194697204
EZR	JUNB	Macrophage	3.5192802731294344
RPS29	JUNB	Macrophage	3.333249055102433
ZFP36L2	JUNB	Macrophage	3.254548893549986
FOS	JUNB	Macrophage	3.164308492731196
DUSP2	JUNB	Macrophage	2.96036733789922
CHD2	JUNB	Macrophage	2.8101521389286543
LINC00152	JUNB	Macrophage	2.7687637458636414
GADD45B	JUNB	Macrophage	2.7540701552722444
JUN	JUNB	Macrophage	2.682942687522411
RPS27	JUNB	Macrophage	2.527026187276436
FAM177A1	JUNB	Macrophage	2.4644635299531616
TUBA4A	JUNB	Macrophage	2.243066571994065
GGA2	JUNB	Macrophage	2.20362447879008
RNF19A	JUNB	Macrophage	2.1353186387819645
PTGER4	JUNB	Macrophage	2.0874214302132605
TSC22D3	JUNB	Macrophage	2.08318214694007
PABPC1	JUNB	Macrophage	2.060653423027121
PIK3R1	JUNB	Macrophage	2.033780723640213
SMCHD1	JUNB	Macrophage	1.9691326594648744
DDIT4	JUNB	Macrophage	1.9408050414215845
BTG1	JUNB	Macrophage	1.926027702401807
JOSD1	JUNB	Macrophage	1.8467026229519017
ZC3H12A	JUNB	Macrophage	1.8443928892660355
GABARAPL1	JUNB	Macrophage	1.657821343156214
CCNH	JUNB	Macrophage	1.6467974558734892
ADGRE5	JUNB	Macrophage	1.6296492876537607
ZEB2	JUNB	Macrophage	1.6209647355911203
NR4A2	JUNB	Macrophage	1.6095642435408908
PTP4A1	JUNB	Macrophage	1.5654420969003655
ATP1A1	JUNB	Macrophage	1.546479952099837
SH2D1A	JUNB	Macrophage	1.421457805686448
ELL2	JUNB	Macrophage	1.40007232787104
RGS1	JUNB	Macrophage	1.3939216545491575
DUSP1	JUNB	Macrophage	1.393265714313953
PPP1R15A	JUNB	Macrophage	1.375991236960551
IRF2BP2	JUNB	Macrophage	1.360583261286522
CDC42EP3	JUNB	Macrophage	1.3305156847014088
CYSTM1	JUNB	Macrophage	1.297248075924477
VPS37B	JUNB	Macrophage	1.2154089604894094
STAT3	JUNB	Macrophage	1.1959074350684376
DNAJB1	JUNB	Macrophage	1.1706498381988706
STAT5B	JUNB	Macrophage	1.1696795813902885
PMAIP1	JUNB	Macrophage	1.1636481263841112
ARAP2	JUNB	Macrophage	1.1556047115516013
PIM3	JUNB	Macrophage	1.147881317695297
PRF1	JUNB	Macrophage	1.1418204453270064
RFTN1	JUNB	Macrophage	1.114708227272048
BIRC2	JUNB	Macrophage	1.071168987891808
LITAF	JUNB	Macrophage	1.0622477874207006
RAB11FIP1	JUNB	Macrophage	1.049377622149947
MGST3	JUNB	Macrophage	1.0292893820923834
TGFBR2	JUNB	Macrophage	1.0146985199784526
IL7R	JUNB	Macrophage	1.0088188631965993
EIF4A1	JUNB	Macrophage	1.0030197103344514
SRSF7	JUNB	Macrophage	1.0001698207449357
JUNB	JUNB	Macrophage	1.0
JUND	JUNB	Macrophage	0.9807314055564456
ZNF331	JUNB	Macrophage	0.9771788785427202
TOM1	JUNB	Macrophage	0.9763246243251098
KDM6B	JUNB	Macrophage	0.9637539352960262
SAT1	JUNB	Macrophage	0.9385128011541584
NFKB2	JUNB	Macrophage	0.926255724453952
SYAP1	JUNB	Macrophage	0.9257185099021656
CDKN1B	JUNB	Macrophage	0.9152214691371986
CD44	JUNB	Macrophage	0.9065002566850258
FOSL2	JUNB	Macrophage	0.9009741722856964
HSPA5	JUNB	Macrophage	0.8963729150323609
MAP1LC3A	JUNB	Macrophage	0.8804623091115236
TIMP1	JUNB	Macrophage	0.8787025242142352
OASL	JUNB	Macrophage	0.8766838325482359
SLC39A8	JUNB	Macrophage	0.8664674010367315
PEA15	JUNB	Macrophage	0.8480950662245651
NFKBIZ	JUNB	Macrophage	0.8390420138202607
NINJ1	JUNB	Macrophage	0.8055318075104312
PPP1R16B	JUNB	Macrophage	0.7946354487832163
ASAH1	JUNB	Macrophage	0.7703847282470929
ANXA1	JUNB	Macrophage	0.7585292959997381
GPCPD1	JUNB	Macrophage	0.7503550363358942
NEAT1	JUNB	Macrophage	0.7341509314400502
DOK2	JUNB	Macrophage	0.7200374630965578
CXCR3	JUNB	Macrophage	0.7119501695834932
LMBRD1	JUNB	Macrophage	0.7109962316613927
MAP3K8	JUNB	Macrophage	0.6908320193755169
USP11	JUNB	Macrophage	0.6899886601467137
YPEL5	JUNB	Macrophage	0.6834201891259635
PRDM1	JUNB	Macrophage	0.6694543388822362
RALGAPA1	JUNB	Macrophage	0.6633165884402101
FAM46C	JUNB	Macrophage	0.6620301993550401
HSPB1	JUNB	Macrophage	0.6449719851922189
MARCKSL1	JUNB	Macrophage	0.6444732811879113
PERP	JUNB	Macrophage	0.6232212532498733
RTN4	JUNB	Macrophage	0.6154205732273935
GPR183	JUNB	Macrophage	0.6149675905404149
TNFRSF1B	JUNB	Macrophage	0.6005676223242069
PELI1	JUNB	Macrophage	0.578195451724333
FTL	JUNB	Macrophage	0.5692302502412002
CREM	JUNB	Macrophage	0.5578013583493249
NR3C1	JUNB	Macrophage	0.5502131992113374
CD63	JUNB	Macrophage	0.5360247747556527
RALA	JUNB	Macrophage	0.5333331550560273
UPP1	JUNB	Macrophage	0.5320103070780351
ATP1B3	JUNB	Macrophage	0.5206791639275177
SARAF	JUNB	Macrophage	0.511820318962702
CDKN1A	JUNB	Macrophage	0.5051449538993154
SOD2	JUNB	Macrophage	0.498987508843369
CHMP1B	JUNB	Macrophage	0.4935169460500672
TXNRD1	JUNB	Macrophage	0.4851793642026825
AQP3	JUNB	Macrophage	0.4454766420490827
RGCC	JUNB	Macrophage	0.4430573362050816
TRAF1	JUNB	Macrophage	0.439036753952061
CCND2	JUNB	Macrophage	0.4020492774577119
HMGA1	JUNB	Macrophage	0.3797003682037923
ABLIM1	JUNB	Macrophage	0.3600262168968201
BTG2	JUNB	Macrophage	0.3577750237388025
NAMPT	JUNB	Macrophage	0.3556488698594233
TRAF4	JUNB	Macrophage	0.33062511987408
COTL1	JUNB	Macrophage	0.3211719480414649
PDE4B	JUNB	Macrophage	0.3194726877843736
DUSP4	JUNB	Macrophage	0.3187314589233528
TMEM2	JUNB	Macrophage	0.3167976132656583
SLC7A5	JUNB	Macrophage	0.3119649417724693
NDRG1	JUNB	Macrophage	0.3070434848652921
HSPH1	JUNB	Macrophage	0.2935442331023137
IL10RA	JUNB	Macrophage	0.2921036765542715
BHLHE40	JUNB	Macrophage	0.2893231607988087
NFATC2	JUNB	Macrophage	0.2872946086033009
SQSTM1	JUNB	Macrophage	0.2776743315937696
ITM2C	JUNB	Macrophage	0.2762079928495167
IDH2	JUNB	Macrophage	0.2702139169079535
FYN	JUNB	Macrophage	0.2667923089377931
SPTAN1	JUNB	Macrophage	0.2401265395480687
CD74	JUNB	Macrophage	0.2398478965674608
RGS2	JUNB	Macrophage	0.2327047397501985
FOXP1	JUNB	Macrophage	0.2323561290971479
ARID5A	JUNB	Macrophage	0.2319834607885006
IL21R	JUNB	Macrophage	0.23186400950501
PTPRC	JUNB	Macrophage	0.2309342448137896
FAM65B	JUNB	Macrophage	0.2272398735079488
CBLB	JUNB	Macrophage	0.204670467004419
FTH1	JUNB	Macrophage	0.2037624571347938
LMNA	JUNB	Macrophage	0.1800976354322782
SDCBP	JUNB	Macrophage	0.17805019554403
CYSTM1	JUND	Macrophage	2.111865632637403
SRSF7	JUND	Macrophage	1.8064540992119729
CCR7	JUND	Macrophage	1.6968811153820291
GADD45B	JUND	Macrophage	1.585937101259921
RPS27	JUND	Macrophage	1.5256361456652532
CD48	JUND	Macrophage	1.5091989734742657
DUSP4	JUND	Macrophage	1.5079595309564549
RALGAPA1	JUND	Macrophage	1.4569194136015735
RGCC	JUND	Macrophage	1.2712872750928128
ZFP36L2	JUND	Macrophage	1.23948496281903
PPP1R15A	JUND	Macrophage	1.2266798487499675
ADGRE5	JUND	Macrophage	1.1820891204597743
PABPC1	JUND	Macrophage	1.100388630706247
PRF1	JUND	Macrophage	1.0991895045802973
ZFP36	JUND	Macrophage	1.0908845419845947
RNF19A	JUND	Macrophage	1.0814486705292323
YPEL5	JUND	Macrophage	1.0364037528751928
ZC3H12A	JUND	Macrophage	1.0074650987498857
JUND	JUND	Macrophage	1.0
CSRNP1	JUND	Macrophage	0.9675428883611176
DUSP2	JUND	Macrophage	0.9601486822481856
AQP3	JUND	Macrophage	0.9446202085070314
RPL13A	JUND	Macrophage	0.9373660260429524
USP11	JUND	Macrophage	0.9349167235381068
RPS29	JUND	Macrophage	0.9255752393647068
PITPNC1	JUND	Macrophage	0.907097510589738
EZR	JUND	Macrophage	0.8850530815618161
NFATC2	JUND	Macrophage	0.8801450645579749
HSP90AA1	JUND	Macrophage	0.8669255537958903
CD83	JUND	Macrophage	0.8452430119906126
ACP5	JUND	Macrophage	0.8430421047388875
CD53	JUND	Macrophage	0.8426879092666563
DNAJB1	JUND	Macrophage	0.8219205370426802
FAM65B	JUND	Macrophage	0.7882671432679965
NFKBIZ	JUND	Macrophage	0.7786278162301877
LMBRD1	JUND	Macrophage	0.7769847986990167
SARAF	JUND	Macrophage	0.7766028305973691
GLIPR1	JUND	Macrophage	0.7582067388437684
JUN	JUND	Macrophage	0.74806318384919
TMEM2	JUND	Macrophage	0.7458621402097924
DDIT4	JUND	Macrophage	0.7449509596999198
CCNH	JUND	Macrophage	0.7374333984461907
MTRNR2L8	JUND	Macrophage	0.7322140035705674
HLA-E	JUND	Macrophage	0.7309627838043872
PTRHD1	JUND	Macrophage	0.7235092778564169
BAZ1A	JUND	Macrophage	0.7222281328492208
TSC22D3	JUND	Macrophage	0.7078371207041991
KDM6B	JUND	Macrophage	0.7008480016321419
TSHZ2	JUND	Macrophage	0.6941946487995734
DUSP16	JUND	Macrophage	0.6877822094749036
CD74	JUND	Macrophage	0.6794824964809867
TNFAIP3	JUND	Macrophage	0.659622915449396
FAM177A1	JUND	Macrophage	0.6554782348247237
FOS	JUND	Macrophage	0.6531059569628772
PIK3R1	JUND	Macrophage	0.6470401547035658
CDKN1B	JUND	Macrophage	0.6358020352101778
HSPB1	JUND	Macrophage	0.6293110521773004
SLC7A5	JUND	Macrophage	0.6249281259906566
ANXA1	JUND	Macrophage	0.6197926651368024
CBLB	JUND	Macrophage	0.6010926847341473
IL10RA	JUND	Macrophage	0.5942655777609392
PFKFB3	JUND	Macrophage	0.5905113358189514
BTG1	JUND	Macrophage	0.5884623144227004
SMCHD1	JUND	Macrophage	0.5809025503029949
NR4A2	JUND	Macrophage	0.5678929551436337
FTH1	JUND	Macrophage	0.567688431681475
SNX9	JUND	Macrophage	0.5650676463379385
XAB2	JUND	Macrophage	0.5487575176343203
TUBA4A	JUND	Macrophage	0.5297404190729971
CD44	JUND	Macrophage	0.5291543698784937
PIM3	JUND	Macrophage	0.5288120277158671
GABARAPL1	JUND	Macrophage	0.525144381202138
ATP1A1	JUND	Macrophage	0.5207542986947772
HSPH1	JUND	Macrophage	0.5197771149839391
FYN	JUND	Macrophage	0.5186196127867095
CREM	JUND	Macrophage	0.5136290618826479
IER2	JUND	Macrophage	0.5133019932966167
TIMP1	JUND	Macrophage	0.4957499905054052
ARAP2	JUND	Macrophage	0.4855993199241911
STAT4	JUND	Macrophage	0.4825254839866996
RFTN1	JUND	Macrophage	0.4776177634014038
IL7R	JUND	Macrophage	0.4702518982046296
CST7	JUND	Macrophage	0.458146585418774
ZNF331	JUND	Macrophage	0.4390844085047642
FAM50A	JUND	Macrophage	0.4210068959101904
OAT	JUND	Macrophage	0.4145192744323884
SYTL3	JUND	Macrophage	0.4035931167129232
GPR183	JUND	Macrophage	0.3978191830583497
HMGA1	JUND	Macrophage	0.3931382083904217
FAM46C	JUND	Macrophage	0.3926189976860744
MAP1LC3A	JUND	Macrophage	0.3895167438177243
PEA15	JUND	Macrophage	0.3864511660360521
CDKN1A	JUND	Macrophage	0.3864474175530965
SAT1	JUND	Macrophage	0.3813818822581857
TGFBR2	JUND	Macrophage	0.3792578362403466
ABLIM1	JUND	Macrophage	0.3730721092555202
MAP3K8	JUND	Macrophage	0.3719608106977332
EML4	JUND	Macrophage	0.3712844657128909
PTPRC	JUND	Macrophage	0.364246950204355
ARHGEF7	JUND	Macrophage	0.3555076432103228
IL21R	JUND	Macrophage	0.3548085927760769
PRNP	JUND	Macrophage	0.3528061496742796
HERPUD1	JUND	Macrophage	0.3454013751131916
ZEB2	JUND	Macrophage	0.3452056630611438
FOXP1	JUND	Macrophage	0.3427508592689081
VPS37B	JUND	Macrophage	0.3423637690489183
CXCR3	JUND	Macrophage	0.3398366023556124
INSIG1	JUND	Macrophage	0.3352151967364303
ELL2	JUND	Macrophage	0.3251749491570277
HSPA5	JUND	Macrophage	0.3179322049418379
ARID5A	JUND	Macrophage	0.3118524996222289
SYAP1	JUND	Macrophage	0.3088038581273922
PMAIP1	JUND	Macrophage	0.3079661406252382
AKNA	JUND	Macrophage	0.3035423686736824
JUNB	JUND	Macrophage	0.3023913309708769
CD7	JUND	Macrophage	0.2902394042272007
FOSL2	JUND	Macrophage	0.288800729691646
DOK2	JUND	Macrophage	0.2825626823079896
DUSP1	JUND	Macrophage	0.2798011696755719
RTN4	JUND	Macrophage	0.2778113015737543
MARCKSL1	JUND	Macrophage	0.2741241878392261
PTGER4	JUND	Macrophage	0.2705456035438668
ASAH1	JUND	Macrophage	0.25492894194918
SRRT	JUND	Macrophage	0.2460312811187762
SLC16A3	JUND	Macrophage	0.2405031924646845
SQSTM1	JUND	Macrophage	0.2337908703713933
STK17B	JUND	Macrophage	0.2300093329145782
STAT3	JUND	Macrophage	0.2212646920678657
IKZF3	JUND	Macrophage	0.2203982913081704
SESN3	JUND	Macrophage	0.2027198372324331
TGIF1	JUND	Macrophage	0.1853930196930637
CD247	JUND	Macrophage	0.1801607978478414
IRF2BP2	JUND	Macrophage	0.1730990766897352
LITAF	JUND	Macrophage	0.1604860908048491
TRAF1	JUND	Macrophage	0.1571608908756561
JOSD1	JUND	Macrophage	0.1487485007445426
BIRC2	JUND	Macrophage	0.1378351607505314
PPP1R16B	JUND	Macrophage	0.1298397686941143
PDE4B	JUND	Macrophage	0.097615959544119
SNX9	MAF	Macrophage	1.898494804708892
TNFAIP8	MAF	Macrophage	1.6130252770702471
CD4	MAF	Macrophage	1.4840476216765035
NDRG1	MAF	Macrophage	1.322167474593232
IKZF3	MAF	Macrophage	0.8931359028809975
PITPNC1	NFATC2	Macrophage	1.368279200602915
NFATC2	NFATC2	Macrophage	1.0
CD83	NFKB1	Macrophage	2.4236074424915497
HLA-DRB5	NFKB1	Macrophage	2.3487155403437723
CD74	NFKB1	Macrophage	2.192989378101986
ZEB2	NFKB1	Macrophage	1.927636448459152
CD44	NFKB1	Macrophage	1.8810489841361304
NFKBIZ	NFKB1	Macrophage	1.837669963315263
PEA15	NFKB1	Macrophage	1.8060369610283464
GRAMD1A	NFKB1	Macrophage	1.7933991896652408
BID	NFKB1	Macrophage	1.786237921167263
PDE4DIP	NFKB1	Macrophage	1.7289480150995944
PTGER4	NFKB1	Macrophage	1.696455191184563
ELL2	NFKB1	Macrophage	1.6683501521538335
PELI1	NFKB1	Macrophage	1.6085967805714525
TRAF1	NFKB1	Macrophage	1.5639171162425585
NFKBIA	NFKB1	Macrophage	1.4183431061184033
CDKN1A	NFKB1	Macrophage	1.371847689785615
PIM3	NFKB1	Macrophage	1.361978450870937
CTSS	NFKB1	Macrophage	1.308331925043096
ARID5A	NFKB1	Macrophage	1.2797302518143143
NINJ1	NFKB1	Macrophage	1.2476015992666247
HLA-DQB1	NFKB1	Macrophage	1.2338317806479182
RGS2	NFKB1	Macrophage	1.2192987350269415
BIRC3	NFKB1	Macrophage	1.1211721326529176
REL	NFKB1	Macrophage	1.0987849594881705
CTSB	NFKB1	Macrophage	1.0012788904191716
NFKB1	NFKB1	Macrophage	1.0
SOD2	NFKB1	Macrophage	0.9950373861141668
PDE4D	NFKB1	Macrophage	0.9760830543999046
NEAT1	NFKB1	Macrophage	0.9468486244948188
ZC3H12A	NFKB1	Macrophage	0.9417290997408764
RFTN1	NFKB1	Macrophage	0.9345959684697536
MAP3K8	NFKB1	Macrophage	0.8758911386354491
KDM6B	NFKB1	Macrophage	0.8657194629941187
TNFAIP8	NFKB1	Macrophage	0.8148060425164523
FTH1	NFKB1	Macrophage	0.8063853717115983
SAMSN1	NFKB1	Macrophage	0.7582184473126974
PARP8	NFKB1	Macrophage	0.7199613399686653
LMNA	NFKB1	Macrophage	0.7131153819981055
POLR3E	NFKB1	Macrophage	0.6892516001124317
NFKB2	NFKB1	Macrophage	0.6810127216820042
NR3C1	NFKB1	Macrophage	0.6730032388189102
RGS1	NFKB1	Macrophage	0.6636878246809523
CCR7	NFKB1	Macrophage	0.6300914631549812
CREM	NFKB1	Macrophage	0.6157724894878311
SRRT	NFKB1	Macrophage	0.6148048518999086
BIRC2	NFKB1	Macrophage	0.601084496828179
IRF2BP2	NFKB1	Macrophage	0.600984048859941
ATP1B3	NFKB1	Macrophage	0.5735653563682154
TRAF4	NFKB1	Macrophage	0.4880043497563977
TMEM2	NFKB1	Macrophage	0.4788049349089375
COTL1	NFKB1	Macrophage	0.4767409511452913
PDE4B	NFKB1	Macrophage	0.4423012946628128
STAT5B	NFKB1	Macrophage	0.4339019364397436
BAZ1A	NFKB1	Macrophage	0.4194278670397954
TGIF1	NFKB1	Macrophage	0.3917088480478325
MYADM	NFKB1	Macrophage	0.3809676411024171
CD69	NFKB1	Macrophage	0.3717986606677383
IL7R	NFKB1	Macrophage	0.355196583267112
BHLHE40	NFKB1	Macrophage	0.3368421035174755
CCL5	NFKB1	Macrophage	0.3142704608484726
TNFSF10	NFKB1	Macrophage	0.3043166044452086
HSP90B1	NFKB1	Macrophage	0.3009659910890921
TSHZ2	NFKB1	Macrophage	0.2993384563534583
NDRG1	NFKB1	Macrophage	0.2952898788468465
YPEL5	NFKB1	Macrophage	0.2816360026380454
RHBDF2	NFKB1	Macrophage	0.2809627252423071
RNF19A	NFKB1	Macrophage	0.2765375774314399
CST7	NFKB1	Macrophage	0.2710263022602867
CYSTM1	NFKB1	Macrophage	0.2540473938242556
RTN4	NFKB1	Macrophage	0.2498749380229949
TAGAP	NFKB1	Macrophage	0.2406479117421413
DUSP2	NFKB1	Macrophage	0.2320346507635531
STAT5A	NFKB1	Macrophage	0.2059790965153019
MARCKSL1	NFKB1	Macrophage	0.2049655206819476
JUNB	NFKB1	Macrophage	0.1886951762929925
NFATC2	NFKB1	Macrophage	0.1434888499758251
LYST	NFKB1	Macrophage	0.1412551323565974
CDC42EP3	NFKB1	Macrophage	0.1399560622580924
TNFAIP3	NFKB1	Macrophage	0.1390385574834524
STAT4	NFKB1	Macrophage	0.1321550408680391
CSRNP1	NFKB1	Macrophage	0.1312570691365341
CCNH	NFKB1	Macrophage	0.1291541271826026
FOSL2	NFKB1	Macrophage	0.1263483979432579
GZMK	NFKB1	Macrophage	0.1243908567236149
ZFP36	NFKB1	Macrophage	0.1011469094171724
PRDM1	NFKB1	Macrophage	0.0900129247095731
ZFP36L2	NFKB1	Macrophage	0.0485632299505843
STAT4	NFKB2	Macrophage	1.6787477772372126
RFTN1	NFKB2	Macrophage	1.3109777821057425
ATP2B4	NFKB2	Macrophage	1.1613651081895973
BID	NFKB2	Macrophage	1.1265448029623295
TMEM173	NFKB2	Macrophage	1.120213945550031
PDE4D	NFKB2	Macrophage	1.0961364085234289
ZEB2	NFKB2	Macrophage	1.0645795233149165
SPTAN1	NFKB2	Macrophage	1.0527143727528427
CTLA4	NFKB2	Macrophage	1.0356430118689577
IL21R	NFKB2	Macrophage	1.0340098965055051
TRAF1	NFKB2	Macrophage	1.0054098329426238
NFKB2	NFKB2	Macrophage	1.0
NFKB1	NFKB2	Macrophage	0.96712694715568
CD83	NFKB2	Macrophage	0.944967355293444
LMNA	NFKB2	Macrophage	0.9419219967703428
BHLHE40	NFKB2	Macrophage	0.8615153755922041
GRAMD1A	NFKB2	Macrophage	0.8342427887471761
PIM2	NFKB2	Macrophage	0.7884990593808766
CYSTM1	NFKB2	Macrophage	0.7817909239254197
RGS2	NFKB2	Macrophage	0.753128600487649
STAT5B	NFKB2	Macrophage	0.7506454334733939
CTSS	NFKB2	Macrophage	0.7371080608395122
MAF	NFKB2	Macrophage	0.7180733540192723
HLA-A	NFKB2	Macrophage	0.6843550602397784
SYTL2	NFKB2	Macrophage	0.6563702904229304
DDIT4	NFKB2	Macrophage	0.6116657778966724
CDKN1A	NFKB2	Macrophage	0.56486934951622
BAZ1A	NFKB2	Macrophage	0.5431478855945026
BIRC3	NFKB2	Macrophage	0.534051278953343
PELI1	NFKB2	Macrophage	0.5236392063292704
RNF19A	NFKB2	Macrophage	0.4955379313800265
JUNB	NFKB2	Macrophage	0.4572689491029264
KDM6B	NFKB2	Macrophage	0.4551265062143926
TSHZ2	NFKB2	Macrophage	0.4539605869875181
PRDM1	NFKB2	Macrophage	0.4427901720386286
SEC11C	NFKB2	Macrophage	0.4396742661110657
CCR7	NFKB2	Macrophage	0.4158560632982483
TNFAIP8	NFKB2	Macrophage	0.4106675808534317
ITGA4	NFKB2	Macrophage	0.4053353418872192
NFKBIA	NFKB2	Macrophage	0.4012683316782978
CD4	NFKB2	Macrophage	0.3873531890379645
ARID5A	NFKB2	Macrophage	0.3788582421002056
RGS1	NFKB2	Macrophage	0.3762645169680185
ADGRE5	NFKB2	Macrophage	0.3712835381796703
REL	NFKB2	Macrophage	0.3688572433885888
ZC3H12A	NFKB2	Macrophage	0.3677068708597796
TNFRSF4	NFKB2	Macrophage	0.3674485727125055
FYN	NFKB2	Macrophage	0.3575448433753461
LYST	NFKB2	Macrophage	0.3464925466280576
CD74	NFKB2	Macrophage	0.3300400077149741
TMEM2	NFKB2	Macrophage	0.3189730575832129
LAG3	NFKB2	Macrophage	0.307392043051523
HLA-DQB1	NFKB2	Macrophage	0.3073578917971032
STAT3	NFKB2	Macrophage	0.2712621092536845
PIK3R1	NFKB2	Macrophage	0.2702881928619927
CTSB	NFKB2	Macrophage	0.2701829737414351
PIM3	NFKB2	Macrophage	0.2557303683957022
STAT5A	NFKB2	Macrophage	0.2471954101111392
CD44	NFKB2	Macrophage	0.2307269545113093
LCP1	NFKB2	Macrophage	0.2226180573051481
PDE4B	NFKB2	Macrophage	0.2115420114231004
YPEL5	NFKB2	Macrophage	0.2109598448764869
NFKBIZ	NFKB2	Macrophage	0.2060634840312498
PEA15	NFKB2	Macrophage	0.2019925831940402
PTGER4	NFKB2	Macrophage	0.1979815460719974
SATB1	NFKB2	Macrophage	0.1772626874393813
IL7R	NFKB2	Macrophage	0.173893296458655
CCL5	NFKB2	Macrophage	0.1715923270106371
TAGAP	NFKB2	Macrophage	0.1689625715571308
TNFAIP3	NFKB2	Macrophage	0.1655133003884216
AKNA	NFKB2	Macrophage	0.1547817814819938
DNAJB1	NFKB2	Macrophage	0.1519629125295112
PPP1R16B	NFKB2	Macrophage	0.1446416556013993
GGA2	NFKB2	Macrophage	0.1405089346859697
DUSP2	NFKB2	Macrophage	0.1320934840578539
CD69	NFKB2	Macrophage	0.122302586538705
ELL2	NFKB2	Macrophage	0.1198026643466126
CRIP1	NFKB2	Macrophage	0.1111612003225126
CCNH	NFKB2	Macrophage	0.0903858859863934
ZFP36	NFKB2	Macrophage	0.0769369597010786
ZFP36L2	NFKB2	Macrophage	0.0631579112738441
GADD45B	NFKB2	Macrophage	0.0478067945020113
ZEB2	PRDM1	Macrophage	1.9366950987660336
IL21R	PRDM1	Macrophage	1.5057110677023902
PRDM1	PRDM1	Macrophage	1.0
PABPC1	PRDM1	Macrophage	0.8842200545892185
CMIP	PRDM1	Macrophage	0.7928094366391341
CTSB	PRDM1	Macrophage	0.7425757168635222
SAMSN1	PRDM1	Macrophage	0.7081211212435577
LDLRAD4	PRDM1	Macrophage	0.7056942512546462
FYN	PRDM1	Macrophage	0.7033109655208992
PDE4DIP	PRDM1	Macrophage	0.6532167042845236
TAGAP	PRDM1	Macrophage	0.6265581618526961
ATP2B4	PRDM1	Macrophage	0.6231551451426282
DUSP16	PRDM1	Macrophage	0.5728143188991949
KDM6B	PRDM1	Macrophage	0.5728089633210016
FOSL2	PRDM1	Macrophage	0.5460577264552768
UCP2	PRDM1	Macrophage	0.4704179000154245
DOK2	PRDM1	Macrophage	0.4702904016377373
CXCR3	PRDM1	Macrophage	0.398912252292689
ITPR1	PRDM1	Macrophage	0.3621408052541126
FAM107B	PRDM1	Macrophage	0.3340631758956545
MAP3K8	PRDM1	Macrophage	0.321249088369999
RGCC	PRDM1	Macrophage	0.3170342531468506
LCP1	PRDM1	Macrophage	0.3095632052489301
TRAF1	PRDM1	Macrophage	0.2665119827561339
ARHGAP9	PRDM1	Macrophage	0.2293334371973578
TNFAIP8	PRDM1	Macrophage	0.1936165672783004
TSC22D3	PRDM1	Macrophage	0.1247342580143292
SERPINB9	REL	Macrophage	4.588612479873504
NFKBIA	REL	Macrophage	4.008319101909542
HLA-DRB5	REL	Macrophage	3.457852514953806
GPR183	REL	Macrophage	3.283682665437073
CD74	REL	Macrophage	3.2343041936949355
NFKBIZ	REL	Macrophage	3.2217205743564725
JUNB	REL	Macrophage	3.185977860793177
KDM6B	REL	Macrophage	3.184947020162952
JUN	REL	Macrophage	3.072704409145042
BAZ1A	REL	Macrophage	2.9150875270195424
NFKB1	REL	Macrophage	2.836261388924893
ARAP2	REL	Macrophage	2.746129271381095
NR4A2	REL	Macrophage	2.74500186305156
CD83	REL	Macrophage	2.708517473645711
PIM3	REL	Macrophage	2.571681618008772
HLA-DQB1	REL	Macrophage	2.563916628874755
ELL2	REL	Macrophage	2.5068636129021047
CCND2	REL	Macrophage	2.3737294162249647
NEAT1	REL	Macrophage	2.364322980747396
PABPC1	REL	Macrophage	2.2890261496884503
RTN4	REL	Macrophage	2.286440024832821
PEA15	REL	Macrophage	2.1936309851355293
MARCKSL1	REL	Macrophage	2.186702193458009
BIRC3	REL	Macrophage	2.182921340857752
SOD2	REL	Macrophage	2.1243132459267446
PDE4DIP	REL	Macrophage	2.010103023333488
BID	REL	Macrophage	1.997995339628583
FKBP4	REL	Macrophage	1.9962658253896155
CD44	REL	Macrophage	1.9834781432224344
NINJ1	REL	Macrophage	1.930143613283174
CDKN1A	REL	Macrophage	1.8748150381822828
FTH1	REL	Macrophage	1.8267033300673567
TRAF1	REL	Macrophage	1.7363686424259888
TNFAIP3	REL	Macrophage	1.5630072950507068
ZFP36	REL	Macrophage	1.5559868354680997
LITAF	REL	Macrophage	1.465325844113111
JOSD1	REL	Macrophage	1.4183309889037066
FOSL2	REL	Macrophage	1.3776676507622194
ZFP36L2	REL	Macrophage	1.3227870525600416
