TFs,Genes,Weights,Occurrence,occurrence_percentage
STAT3,STAT5B,0.27348733685828436,4,100.0
STAT3,CXCR4,0.2698091705299734,4,100.0
STAT3,FOXP1,0.26737512757127935,3,75.0
STAT3,VPS37B,0.2624200977483335,4,100.0
STAT3,CREM,0.25937958149549073,4,100.0
STAT3,CORO1B,0.2477780424688849,4,100.0
STAT3,RGS1,0.2421798158370776,4,100.0
STAT3,SATB1,0.21156783771953253,4,100.0
STAT3,BIRC3,0.19907944352919094,3,75.0
STAT3,TGFBR2,0.1872231346864083,4,100.0
STAT3,NR3C1,0.1816483416889797,4,100.0
STAT3,RTN4,0.17944615007724068,4,100.0
STAT3,ZFP36,0.1516831525111496,4,100.0
STAT3,SYPL1,0.14866713250031624,3,75.0
STAT3,ANXA1,0.13829406628515994,4,100.0
STAT3,INSIG1,0.1108940436542431,3,75.0
STAT4,PDE4B,1.2882552781368721,3,75.0
STAT5A,HTATIP2,2.804680909306279,3,75.0
STAT5A,PRDM1,2.1656917098567448,3,75.0
STAT5A,STAT5B,1.3718726963838344,4,100.0
STAT5A,STAT5A,1.0,3,75.0
STAT5A,NFATC2,0.889264163797157,3,75.0
STAT5A,ARID5A,0.7851234628519915,4,100.0
STAT5A,IKZF3,0.7639074608390123,3,75.0
STAT5A,FOXP1,0.6966143382469712,3,75.0
STAT5A,PKM,0.5406946919953436,3,75.0
STAT5A,ZEB2,0.5218299184087639,3,75.0
STAT5A,SESN3,0.34001495578546165,3,75.0
STAT5A,RNF19A,0.201796615378063,3,75.0
STAT5A,PEA15,0.1979443036991222,3,75.0
STAT5A,TSHZ2,0.167189111124866,3,75.0
STAT5A,JUNB,0.15403436070833584,3,75.0
STAT5A,CXCL13,0.1414214886846775,3,75.0
TGIF1,VPS37B,1.8414980099031917,4,100.0
TGIF1,RALGAPA1,1.5940208109163139,4,100.0
TGIF1,CYSTM1,1.4588081111562567,3,75.0
TGIF1,HSPH1,1.3197989628988622,4,100.0
TGIF1,RTN4,1.0977764135767938,3,75.0
TGIF1,GPCPD1,1.0382204928941812,4,100.0
TGIF1,BIRC2,0.9827987831659651,3,75.0
TGIF1,MAP1LC3A,0.9397453543943017,4,100.0
TGIF1,CHMP1B,0.8716703819958705,4,100.0
TGIF1,KDM6B,0.8707869950149864,4,100.0
TGIF1,SMCHD1,0.8658492742035517,4,100.0
TGIF1,BTG2,0.8312594870835937,4,100.0
TGIF1,CCND2,0.7807077935865753,3,75.0
TGIF1,PTP4A1,0.7316849564337766,4,100.0
TGIF1,RPS29,0.7109556907209118,4,100.0
TGIF1,NAMPT,0.6347677679208281,4,100.0
TGIF1,JOSD1,0.5430795508661622,3,75.0
TGIF1,PDE4D,0.5412871840081807,3,75.0
TGIF1,PPP1R15A,0.5359651824117863,3,75.0
TGIF1,MAF,0.5131574660773045,4,100.0
TGIF1,LMBRD1,0.5101593470029339,4,100.0
TGIF1,FOXP1,0.4254842270970473,3,75.0
TGIF1,DUSP16,0.41999499709051313,4,100.0
TGIF1,IL10RA,0.39006072946916376,3,75.0
TGIF1,FAM107B,0.38871882289281295,3,75.0
TGIF1,TRAF4,0.3830267343288689,4,100.0
TGIF1,FAM177A1,0.3446043792387789,3,75.0
TGIF1,CD53,0.3434535987969944,3,75.0
TGIF1,BTG1,0.33489246141322493,3,75.0
TGIF1,NINJ1,0.330566539653816,4,100.0
TGIF1,STAT3,0.3086985855409311,4,100.0
TGIF1,NR4A2,0.26343343453516266,4,100.0
TGIF1,CREM,0.256485571962026,3,75.0
TGIF1,LCP1,0.1967667308280918,3,75.0
TGIF1,DUSP2,0.16278949307135818,3,75.0
TGIF1,JUND,0.14738482758337051,4,100.0
TGIF1,REL,0.12710348354759268,4,100.0
TGIF1,CHD2,0.04955352705715053,3,75.0
XBP1,SSR4,3.603897837614145,4,100.0
XBP1,HERPUD1,2.765124723242547,4,100.0
XBP1,SQSTM1,1.272283339227253,3,75.0
XBP1,BTG2,1.1686715083020105,4,100.0
XBP1,RHBDF2,0.745732881390548,3,75.0
XBP1,ELL2,0.7185637377570098,4,100.0
XBP1,FAM46C,0.6692057143114817,3,75.0
XBP1,CDKN1A,0.5680982705284965,4,100.0
XBP1,DUSP1,0.5670330671653775,3,75.0
XBP1,ARID5A,0.5185725415947438,3,75.0
XBP1,NR3C1,0.46753410926520445,4,100.0
XBP1,DNAJC1,0.4642227932569334,3,75.0
XBP1,SLC16A3,0.408518946647584,3,75.0
XBP1,NFKB2,0.39321803762280405,3,75.0
XBP1,NEAT1,0.386557879320557,4,100.0
XBP1,VPS37B,0.3767286995547106,3,75.0
XBP1,FAM50A,0.37535444305344395,3,75.0
XBP1,GZMB,0.3380025060379182,3,75.0
XBP1,USP11,0.26707877446720124,4,100.0
XBP1,FYN,0.225474779126964,3,75.0
XBP1,NFATC2,0.16902793560265433,4,100.0
XBP1,RALGAPA1,0.15257310592334067,4,100.0
XBP1,PDE4B,0.13283181075785438,4,100.0
